GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G3700550,2016-2020,NC,,,North Carolina,37,Dare County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37055,,,"Dare County, North Carolina",,"Dare County, North Carolina",
G3700570,2016-2020,NC,,,North Carolina,37,Davidson County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37057,,,"Davidson County, North Carolina",63200,"Davidson County, North Carolina",6766
G3700590,2016-2020,NC,,,North Carolina,37,Davie County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37059,,,"Davie County, North Carolina",74300,"Davie County, North Carolina",9657
G3700610,2016-2020,NC,,,North Carolina,37,Duplin County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37061,,,"Duplin County, North Carolina",47400,"Duplin County, North Carolina",15400
G3700630,2016-2020,NC,,,North Carolina,37,Durham County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37063,,,"Durham County, North Carolina",49800,"Durham County, North Carolina",19797
G3700650,2016-2020,NC,,,North Carolina,37,Edgecombe County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37065,,,"Edgecombe County, North Carolina",71700,"Edgecombe County, North Carolina",6403
G3700670,2016-2020,NC,,,North Carolina,37,Forsyth County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37067,,,"Forsyth County, North Carolina",29700,"Forsyth County, North Carolina",14860
G3700690,2016-2020,NC,,,North Carolina,37,Franklin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37069,,,"Franklin County, North Carolina",74200,"Franklin County, North Carolina",7097
G3700710,2016-2020,NC,,,North Carolina,37,Gaston County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37071,,,"Gaston County, North Carolina",54600,"Gaston County, North Carolina",5518
G3700730,2016-2020,NC,,,North Carolina,37,Gates County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37073,,,"Gates County, North Carolina",78100,"Gates County, North Carolina",14171
G3700750,2016-2020,NC,,,North Carolina,37,Graham County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37075,,,"Graham County, North Carolina",57300,"Graham County, North Carolina",15002
G3700770,2016-2020,NC,,,North Carolina,37,Granville County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37077,,,"Granville County, North Carolina",62800,"Granville County, North Carolina",7313
G3700790,2016-2020,NC,,,North Carolina,37,Greene County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37079,,,"Greene County, North Carolina",53000,"Greene County, North Carolina",5671
G3700810,2016-2020,NC,,,North Carolina,37,Guilford County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37081,,,"Guilford County, North Carolina",53300,"Guilford County, North Carolina",12901
G3700830,2016-2020,NC,,,North Carolina,37,Halifax County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37083,,,"Halifax County, North Carolina",43500,"Halifax County, North Carolina",10245
G3700850,2016-2020,NC,,,North Carolina,37,Harnett County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37085,,,"Harnett County, North Carolina",64600,"Harnett County, North Carolina",4924
G3700870,2016-2020,NC,,,North Carolina,37,Haywood County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37087,,,"Haywood County, North Carolina",54600,"Haywood County, North Carolina",15616
G3700890,2016-2020,NC,,,North Carolina,37,Henderson County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37089,,,"Henderson County, North Carolina",66200,"Henderson County, North Carolina",9450
G3700910,2016-2020,NC,,,North Carolina,37,Hertford County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37091,,,"Hertford County, North Carolina",55300,"Hertford County, North Carolina",5089
G3700930,2016-2020,NC,,,North Carolina,37,Hoke County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37093,,,"Hoke County, North Carolina",56300,"Hoke County, North Carolina",3231
G3700950,2016-2020,NC,,,North Carolina,37,Hyde County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37095,,,"Hyde County, North Carolina",,"Hyde County, North Carolina",
G3700970,2016-2020,NC,,,North Carolina,37,Iredell County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37097,,,"Iredell County, North Carolina",73100,"Iredell County, North Carolina",5234
G3700990,2016-2020,NC,,,North Carolina,37,Jackson County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37099,,,"Jackson County, North Carolina",99300,"Jackson County, North Carolina",14581
G3701010,2016-2020,NC,,,North Carolina,37,Johnston County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37101,,,"Johnston County, North Carolina",73600,"Johnston County, North Carolina",5165
G3701030,2016-2020,NC,,,North Carolina,37,Jones County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37103,,,"Jones County, North Carolina",49200,"Jones County, North Carolina",8249
G3701050,2016-2020,NC,,,North Carolina,37,Lee County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37105,,,"Lee County, North Carolina",64500,"Lee County, North Carolina",6983
G3701070,2016-2020,NC,,,North Carolina,37,Lenoir County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37107,,,"Lenoir County, North Carolina",61200,"Lenoir County, North Carolina",14000
G3701090,2016-2020,NC,,,North Carolina,37,Lincoln County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37109,,,"Lincoln County, North Carolina",73000,"Lincoln County, North Carolina",8280
G3701110,2016-2020,NC,,,North Carolina,37,McDowell County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37111,,,"McDowell County, North Carolina",71500,"McDowell County, North Carolina",15422
G3701130,2016-2020,NC,,,North Carolina,37,Macon County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37113,,,"Macon County, North Carolina",84200,"Macon County, North Carolina",8955
G3701150,2016-2020,NC,,,North Carolina,37,Madison County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37115,,,"Madison County, North Carolina",58600,"Madison County, North Carolina",9211
G3701170,2016-2020,NC,,,North Carolina,37,Martin County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37117,,,"Martin County, North Carolina",48800,"Martin County, North Carolina",7298
G3701190,2016-2020,NC,,,North Carolina,37,Mecklenburg County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37119,,,"Mecklenburg County, North Carolina",28100,"Mecklenburg County, North Carolina",5793
G3701210,2016-2020,NC,,,North Carolina,37,Mitchell County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37121,,,"Mitchell County, North Carolina",69700,"Mitchell County, North Carolina",13235
G3701230,2016-2020,NC,,,North Carolina,37,Montgomery County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37123,,,"Montgomery County, North Carolina",59500,"Montgomery County, North Carolina",10039
G3701250,2016-2020,NC,,,North Carolina,37,Moore County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37125,,,"Moore County, North Carolina",67400,"Moore County, North Carolina",7969
G3701270,2016-2020,NC,,,North Carolina,37,Nash County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37127,,,"Nash County, North Carolina",54600,"Nash County, North Carolina",12532
G3701290,2016-2020,NC,,,North Carolina,37,New Hanover County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37129,,,"New Hanover County, North Carolina",62400,"New Hanover County, North Carolina",38267
G3701310,2016-2020,NC,,,North Carolina,37,Northampton County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37131,,,"Northampton County, North Carolina",52500,"Northampton County, North Carolina",18956
G3701330,2016-2020,NC,,,North Carolina,37,Onslow County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37133,,,"Onslow County, North Carolina",64400,"Onslow County, North Carolina",8008
G3701350,2016-2020,NC,,,North Carolina,37,Orange County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37135,,,"Orange County, North Carolina",52500,"Orange County, North Carolina",14408
G3701370,2016-2020,NC,,,North Carolina,37,Pamlico County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37137,,,"Pamlico County, North Carolina",56000,"Pamlico County, North Carolina",10098
G3701390,2016-2020,NC,,,North Carolina,37,Pasquotank County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37139,,,"Pasquotank County, North Carolina",67500,"Pasquotank County, North Carolina",36718
G3701410,2016-2020,NC,,,North Carolina,37,Pender County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37141,,,"Pender County, North Carolina",77100,"Pender County, North Carolina",4096
G3701430,2016-2020,NC,,,North Carolina,37,Perquimans County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37143,,,"Perquimans County, North Carolina",86100,"Perquimans County, North Carolina",42780
G3701450,2016-2020,NC,,,North Carolina,37,Person County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37145,,,"Person County, North Carolina",79100,"Person County, North Carolina",15730
G3701470,2016-2020,NC,,,North Carolina,37,Pitt County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37147,,,"Pitt County, North Carolina",51100,"Pitt County, North Carolina",11437
G3701490,2016-2020,NC,,,North Carolina,37,Polk County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37149,,,"Polk County, North Carolina",87400,"Polk County, North Carolina",9125
G3701510,2016-2020,NC,,,North Carolina,37,Randolph County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37151,,,"Randolph County, North Carolina",65000,"Randolph County, North Carolina",5681
G3701530,2016-2020,NC,,,North Carolina,37,Richmond County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37153,,,"Richmond County, North Carolina",42500,"Richmond County, North Carolina",6584
G3701550,2016-2020,NC,,,North Carolina,37,Robeson County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37155,,,"Robeson County, North Carolina",46400,"Robeson County, North Carolina",3968
G3701570,2016-2020,NC,,,North Carolina,37,Rockingham County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37157,,,"Rockingham County, North Carolina",58000,"Rockingham County, North Carolina",8489
G3701590,2016-2020,NC,,,North Carolina,37,Rowan County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37159,,,"Rowan County, North Carolina",72700,"Rowan County, North Carolina",10896
G3701610,2016-2020,NC,,,North Carolina,37,Rutherford County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37161,,,"Rutherford County, North Carolina",53300,"Rutherford County, North Carolina",5985
G3701630,2016-2020,NC,,,North Carolina,37,Sampson County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37163,,,"Sampson County, North Carolina",63300,"Sampson County, North Carolina",4405
G3701650,2016-2020,NC,,,North Carolina,37,Scotland County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37165,,,"Scotland County, North Carolina",52400,"Scotland County, North Carolina",6817
G3701670,2016-2020,NC,,,North Carolina,37,Stanly County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37167,,,"Stanly County, North Carolina",69600,"Stanly County, North Carolina",16107
G3701690,2016-2020,NC,,,North Carolina,37,Stokes County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37169,,,"Stokes County, North Carolina",70500,"Stokes County, North Carolina",10575
G3701710,2016-2020,NC,,,North Carolina,37,Surry County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37171,,,"Surry County, North Carolina",61200,"Surry County, North Carolina",9466
G3701730,2016-2020,NC,,,North Carolina,37,Swain County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37173,,,"Swain County, North Carolina",75600,"Swain County, North Carolina",19486
G3701750,2016-2020,NC,,,North Carolina,37,Transylvania County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37175,,,"Transylvania County, North Carolina",66000,"Transylvania County, North Carolina",18841
G3701770,2016-2020,NC,,,North Carolina,37,Tyrrell County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37177,,,"Tyrrell County, North Carolina",,"Tyrrell County, North Carolina",
G3701790,2016-2020,NC,,,North Carolina,37,Union County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37179,,,"Union County, North Carolina",81100,"Union County, North Carolina",7498
G3701810,2016-2020,NC,,,North Carolina,37,Vance County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37181,,,"Vance County, North Carolina",62300,"Vance County, North Carolina",6604
G3701830,2016-2020,NC,,,North Carolina,37,Wake County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37183,,,"Wake County, North Carolina",40700,"Wake County, North Carolina",10395
G3701850,2016-2020,NC,,,North Carolina,37,Warren County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37185,,,"Warren County, North Carolina",54600,"Warren County, North Carolina",9347
G3701870,2016-2020,NC,,,North Carolina,37,Washington County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37187,,,"Washington County, North Carolina",53500,"Washington County, North Carolina",13580
G3701890,2016-2020,NC,,,North Carolina,37,Watauga County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37189,,,"Watauga County, North Carolina",80800,"Watauga County, North Carolina",19091
G3701910,2016-2020,NC,,,North Carolina,37,Wayne County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37191,,,"Wayne County, North Carolina",55900,"Wayne County, North Carolina",6976
G3701930,2016-2020,NC,,,North Carolina,37,Wilkes County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37193,,,"Wilkes County, North Carolina",49400,"Wilkes County, North Carolina",13273
G3701950,2016-2020,NC,,,North Carolina,37,Wilson County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37195,,,"Wilson County, North Carolina",56900,"Wilson County, North Carolina",13615
G3701970,2016-2020,NC,,,North Carolina,37,Yadkin County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37197,,,"Yadkin County, North Carolina",50400,"Yadkin County, North Carolina",12723
G3701990,2016-2020,NC,,,North Carolina,37,Yancey County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US37199,,,"Yancey County, North Carolina",69100,"Yancey County, North Carolina",9550
G3800010,2016-2020,ND,,,North Dakota,38,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38001,,,"Adams County, North Dakota",50700,"Adams County, North Dakota",19345
G3800030,2016-2020,ND,,,North Dakota,38,Barnes County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38003,,,"Barnes County, North Dakota",56700,"Barnes County, North Dakota",44634
G3800050,2016-2020,ND,,,North Dakota,38,Benson County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38005,,,"Benson County, North Dakota",33400,"Benson County, North Dakota",15184
G3800070,2016-2020,ND,,,North Dakota,38,Billings County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38007,,,"Billings County, North Dakota",115000,"Billings County, North Dakota",98229
G3800090,2016-2020,ND,,,North Dakota,38,Bottineau County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38009,,,"Bottineau County, North Dakota",58300,"Bottineau County, North Dakota",45000
G3800110,2016-2020,ND,,,North Dakota,38,Bowman County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38011,,,"Bowman County, North Dakota",78300,"Bowman County, North Dakota",15605
G3800130,2016-2020,ND,,,North Dakota,38,Burke County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38013,,,"Burke County, North Dakota",72500,"Burke County, North Dakota",16146
G3800150,2016-2020,ND,,,North Dakota,38,Burleigh County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38015,,,"Burleigh County, North Dakota",29300,"Burleigh County, North Dakota",9002
G3800170,2016-2020,ND,,,North Dakota,38,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38017,,,"Cass County, North Dakota",19300,"Cass County, North Dakota",8483
G3800190,2016-2020,ND,,,North Dakota,38,Cavalier County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38019,,,"Cavalier County, North Dakota",,"Cavalier County, North Dakota",
G3800210,2016-2020,ND,,,North Dakota,38,Dickey County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38021,,,"Dickey County, North Dakota",,"Dickey County, North Dakota",
G3800230,2016-2020,ND,,,North Dakota,38,Divide County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38023,,,"Divide County, North Dakota",,"Divide County, North Dakota",
G3800250,2016-2020,ND,,,North Dakota,38,Dunn County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38025,,,"Dunn County, North Dakota",,"Dunn County, North Dakota",
G3800270,2016-2020,ND,,,North Dakota,38,Eddy County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38027,,,"Eddy County, North Dakota",69000,"Eddy County, North Dakota",50700
G3800290,2016-2020,ND,,,North Dakota,38,Emmons County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38029,,,"Emmons County, North Dakota",,"Emmons County, North Dakota",
G3800310,2016-2020,ND,,,North Dakota,38,Foster County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38031,,,"Foster County, North Dakota",,"Foster County, North Dakota",
G3800330,2016-2020,ND,,,North Dakota,38,Golden Valley County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38033,,,"Golden Valley County, North Dakota",62100,"Golden Valley County, North Dakota",24062
G3800350,2016-2020,ND,,,North Dakota,38,Grand Forks County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38035,,,"Grand Forks County, North Dakota",27600,"Grand Forks County, North Dakota",8389
G3800370,2016-2020,ND,,,North Dakota,38,Grant County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38037,,,"Grant County, North Dakota",51300,"Grant County, North Dakota",5560
G3800390,2016-2020,ND,,,North Dakota,38,Griggs County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38039,,,"Griggs County, North Dakota",156300,"Griggs County, North Dakota",88909
G3800410,2016-2020,ND,,,North Dakota,38,Hettinger County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38041,,,"Hettinger County, North Dakota",55400,"Hettinger County, North Dakota",15145
G3800430,2016-2020,ND,,,North Dakota,38,Kidder County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38043,,,"Kidder County, North Dakota",34200,"Kidder County, North Dakota",10532
G3800450,2016-2020,ND,,,North Dakota,38,LaMoure County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38045,,,"LaMoure County, North Dakota",76300,"LaMoure County, North Dakota",36087
G3800470,2016-2020,ND,,,North Dakota,38,Logan County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38047,,,"Logan County, North Dakota",81100,"Logan County, North Dakota",34026
G3800490,2016-2020,ND,,,North Dakota,38,McHenry County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38049,,,"McHenry County, North Dakota",84500,"McHenry County, North Dakota",24836
G3800510,2016-2020,ND,,,North Dakota,38,McIntosh County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38051,,,"McIntosh County, North Dakota",81300,"McIntosh County, North Dakota",74870
G3800530,2016-2020,ND,,,North Dakota,38,McKenzie County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38053,,,"McKenzie County, North Dakota",160500,"McKenzie County, North Dakota",81796
G3800550,2016-2020,ND,,,North Dakota,38,McLean County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38055,,,"McLean County, North Dakota",62900,"McLean County, North Dakota",12897
G3800570,2016-2020,ND,,,North Dakota,38,Mercer County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38057,,,"Mercer County, North Dakota",63700,"Mercer County, North Dakota",14748
G3800590,2016-2020,ND,,,North Dakota,38,Morton County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38059,,,"Morton County, North Dakota",,"Morton County, North Dakota",
G3800610,2016-2020,ND,,,North Dakota,38,Mountrail County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38061,,,"Mountrail County, North Dakota",90400,"Mountrail County, North Dakota",46451
G3800630,2016-2020,ND,,,North Dakota,38,Nelson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38063,,,"Nelson County, North Dakota",,"Nelson County, North Dakota",
G3800650,2016-2020,ND,,,North Dakota,38,Oliver County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38065,,,"Oliver County, North Dakota",66300,"Oliver County, North Dakota",54370
G3800670,2016-2020,ND,,,North Dakota,38,Pembina County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38067,,,"Pembina County, North Dakota",37700,"Pembina County, North Dakota",22236
G3800690,2016-2020,ND,,,North Dakota,38,Pierce County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38069,,,"Pierce County, North Dakota",38600,"Pierce County, North Dakota",23055
G3800710,2016-2020,ND,,,North Dakota,38,Ramsey County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38071,,,"Ramsey County, North Dakota",51300,"Ramsey County, North Dakota",40102
G3800730,2016-2020,ND,,,North Dakota,38,Ransom County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38073,,,"Ransom County, North Dakota",70000,"Ransom County, North Dakota",43037
G3800750,2016-2020,ND,,,North Dakota,38,Renville County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38075,,,"Renville County, North Dakota",66300,"Renville County, North Dakota",27447
G3800770,2016-2020,ND,,,North Dakota,38,Richland County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38077,,,"Richland County, North Dakota",28000,"Richland County, North Dakota",14393
G3800790,2016-2020,ND,,,North Dakota,38,Rolette County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38079,,,"Rolette County, North Dakota",50800,"Rolette County, North Dakota",9946
G3800810,2016-2020,ND,,,North Dakota,38,Sargent County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38081,,,"Sargent County, North Dakota",32300,"Sargent County, North Dakota",9141
G3800830,2016-2020,ND,,,North Dakota,38,Sheridan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38083,,,"Sheridan County, North Dakota",26800,"Sheridan County, North Dakota",22972
G3800850,2016-2020,ND,,,North Dakota,38,Sioux County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38085,,,"Sioux County, North Dakota",,"Sioux County, North Dakota",
G3800870,2016-2020,ND,,,North Dakota,38,Slope County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38087,,,"Slope County, North Dakota",80900,"Slope County, North Dakota",36286
G3800890,2016-2020,ND,,,North Dakota,38,Stark County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38089,,,"Stark County, North Dakota",75200,"Stark County, North Dakota",42933
G3800910,2016-2020,ND,,,North Dakota,38,Steele County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38091,,,"Steele County, North Dakota",164100,"Steele County, North Dakota",19860
G3800930,2016-2020,ND,,,North Dakota,38,Stutsman County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38093,,,"Stutsman County, North Dakota",36500,"Stutsman County, North Dakota",26020
G3800950,2016-2020,ND,,,North Dakota,38,Towner County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38095,,,"Towner County, North Dakota",43900,"Towner County, North Dakota",4581
G3800970,2016-2020,ND,,,North Dakota,38,Traill County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38097,,,"Traill County, North Dakota",,"Traill County, North Dakota",
G3800990,2016-2020,ND,,,North Dakota,38,Walsh County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38099,,,"Walsh County, North Dakota",20800,"Walsh County, North Dakota",18717
G3801010,2016-2020,ND,,,North Dakota,38,Ward County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38101,,,"Ward County, North Dakota",50000,"Ward County, North Dakota",15453
G3801030,2016-2020,ND,,,North Dakota,38,Wells County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38103,,,"Wells County, North Dakota",56700,"Wells County, North Dakota",21288
G3801050,2016-2020,ND,,,North Dakota,38,Williams County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US38105,,,"Williams County, North Dakota",62400,"Williams County, North Dakota",25575
G3900010,2016-2020,OH,,,Ohio,39,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39001,,,"Adams County, Ohio",57800,"Adams County, Ohio",7467
G3900030,2016-2020,OH,,,Ohio,39,Allen County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39003,,,"Allen County, Ohio",22600,"Allen County, Ohio",1920
G3900050,2016-2020,OH,,,Ohio,39,Ashland County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39005,,,"Ashland County, Ohio",27300,"Ashland County, Ohio",4859
G3900070,2016-2020,OH,,,Ohio,39,Ashtabula County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39007,,,"Ashtabula County, Ohio",18600,"Ashtabula County, Ohio",6655
G3900090,2016-2020,OH,,,Ohio,39,Athens County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39009,,,"Athens County, Ohio",41500,"Athens County, Ohio",25115
G3900110,2016-2020,OH,,,Ohio,39,Auglaize County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39011,,,"Auglaize County, Ohio",,"Auglaize County, Ohio",
