GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G1700030,2016-2020,IL,,,Illinois,17,Alexander County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17003,,,"Alexander County, Illinois",38200,"Alexander County, Illinois",11518
G1700050,2016-2020,IL,,,Illinois,17,Bond County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17005,,,"Bond County, Illinois",47900,"Bond County, Illinois",17348
G1700070,2016-2020,IL,,,Illinois,17,Boone County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17007,,,"Boone County, Illinois",39400,"Boone County, Illinois",8355
G1700090,2016-2020,IL,,,Illinois,17,Brown County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17009,,,"Brown County, Illinois",65600,"Brown County, Illinois",25855
G1700110,2016-2020,IL,,,Illinois,17,Bureau County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17011,,,"Bureau County, Illinois",23600,"Bureau County, Illinois",21912
G1700130,2016-2020,IL,,,Illinois,17,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17013,,,"Calhoun County, Illinois",70000,"Calhoun County, Illinois",13116
G1700150,2016-2020,IL,,,Illinois,17,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17015,,,"Carroll County, Illinois",54000,"Carroll County, Illinois",31369
G1700170,2016-2020,IL,,,Illinois,17,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17017,,,"Cass County, Illinois",40600,"Cass County, Illinois",22177
G1700190,2016-2020,IL,,,Illinois,17,Champaign County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17019,,,"Champaign County, Illinois",19500,"Champaign County, Illinois",4263
G1700210,2016-2020,IL,,,Illinois,17,Christian County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17021,,,"Christian County, Illinois",40300,"Christian County, Illinois",23383
G1700230,2016-2020,IL,,,Illinois,17,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17023,,,"Clark County, Illinois",45000,"Clark County, Illinois",26855
G1700250,2016-2020,IL,,,Illinois,17,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17025,,,"Clay County, Illinois",57400,"Clay County, Illinois",28802
G1700270,2016-2020,IL,,,Illinois,17,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17027,,,"Clinton County, Illinois",30100,"Clinton County, Illinois",10178
G1700290,2016-2020,IL,,,Illinois,17,Coles County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17029,,,"Coles County, Illinois",20000,"Coles County, Illinois",5661
G1700310,2016-2020,IL,,,Illinois,17,Cook County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17031,,,"Cook County, Illinois",22000,"Cook County, Illinois",2162
G1700330,2016-2020,IL,,,Illinois,17,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17033,,,"Crawford County, Illinois",58300,"Crawford County, Illinois",18659
G1700350,2016-2020,IL,,,Illinois,17,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17035,,,"Cumberland County, Illinois",51200,"Cumberland County, Illinois",5771
G1700370,2016-2020,IL,,,Illinois,17,DeKalb County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17037,,,"DeKalb County, Illinois",38000,"DeKalb County, Illinois",4537
G1700390,2016-2020,IL,,,Illinois,17,De Witt County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17039,,,"De Witt County, Illinois",,"De Witt County, Illinois",
G1700410,2016-2020,IL,,,Illinois,17,Douglas County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17041,,,"Douglas County, Illinois",26600,"Douglas County, Illinois",6562
G1700430,2016-2020,IL,,,Illinois,17,DuPage County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17043,,,"DuPage County, Illinois",27000,"DuPage County, Illinois",7957
G1700450,2016-2020,IL,,,Illinois,17,Edgar County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17045,,,"Edgar County, Illinois",52200,"Edgar County, Illinois",5697
G1700470,2016-2020,IL,,,Illinois,17,Edwards County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17047,,,"Edwards County, Illinois",42100,"Edwards County, Illinois",16285
G1700490,2016-2020,IL,,,Illinois,17,Effingham County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17049,,,"Effingham County, Illinois",29800,"Effingham County, Illinois",6229
G1700510,2016-2020,IL,,,Illinois,17,Fayette County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17051,,,"Fayette County, Illinois",33800,"Fayette County, Illinois",15942
G1700530,2016-2020,IL,,,Illinois,17,Ford County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17053,,,"Ford County, Illinois",12000,"Ford County, Illinois",9413
G1700550,2016-2020,IL,,,Illinois,17,Franklin County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17055,,,"Franklin County, Illinois",46200,"Franklin County, Illinois",9848
G1700570,2016-2020,IL,,,Illinois,17,Fulton County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17057,,,"Fulton County, Illinois",28600,"Fulton County, Illinois",6857
G1700590,2016-2020,IL,,,Illinois,17,Gallatin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17059,,,"Gallatin County, Illinois",47800,"Gallatin County, Illinois",22031
G1700610,2016-2020,IL,,,Illinois,17,Greene County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17061,,,"Greene County, Illinois",54900,"Greene County, Illinois",7251
G1700630,2016-2020,IL,,,Illinois,17,Grundy County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17063,,,"Grundy County, Illinois",22800,"Grundy County, Illinois",7359
G1700650,2016-2020,IL,,,Illinois,17,Hamilton County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17065,,,"Hamilton County, Illinois",46900,"Hamilton County, Illinois",21845
G1700670,2016-2020,IL,,,Illinois,17,Hancock County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17067,,,"Hancock County, Illinois",28000,"Hancock County, Illinois",7636
G1700690,2016-2020,IL,,,Illinois,17,Hardin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17069,,,"Hardin County, Illinois",,"Hardin County, Illinois",
G1700710,2016-2020,IL,,,Illinois,17,Henderson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17071,,,"Henderson County, Illinois",45400,"Henderson County, Illinois",14816
G1700730,2016-2020,IL,,,Illinois,17,Henry County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17073,,,"Henry County, Illinois",9999,"Henry County, Illinois",
G1700750,2016-2020,IL,,,Illinois,17,Iroquois County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17075,,,"Iroquois County, Illinois",13300,"Iroquois County, Illinois",1534
G1700770,2016-2020,IL,,,Illinois,17,Jackson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17077,,,"Jackson County, Illinois",22800,"Jackson County, Illinois",7481
G1700790,2016-2020,IL,,,Illinois,17,Jasper County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17079,,,"Jasper County, Illinois",37100,"Jasper County, Illinois",14250
G1700810,2016-2020,IL,,,Illinois,17,Jefferson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17081,,,"Jefferson County, Illinois",61200,"Jefferson County, Illinois",5648
G1700830,2016-2020,IL,,,Illinois,17,Jersey County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17083,,,"Jersey County, Illinois",53300,"Jersey County, Illinois",19247
G1700850,2016-2020,IL,,,Illinois,17,Jo Daviess County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17085,,,"Jo Daviess County, Illinois",44600,"Jo Daviess County, Illinois",10601
G1700870,2016-2020,IL,,,Illinois,17,Johnson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17087,,,"Johnson County, Illinois",53000,"Johnson County, Illinois",12363
G1700890,2016-2020,IL,,,Illinois,17,Kane County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17089,,,"Kane County, Illinois",22200,"Kane County, Illinois",17751
G1700910,2016-2020,IL,,,Illinois,17,Kankakee County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17091,,,"Kankakee County, Illinois",35500,"Kankakee County, Illinois",5257
G1700930,2016-2020,IL,,,Illinois,17,Kendall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17093,,,"Kendall County, Illinois",,"Kendall County, Illinois",
G1700950,2016-2020,IL,,,Illinois,17,Knox County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17095,,,"Knox County, Illinois",20100,"Knox County, Illinois",7766
G1700970,2016-2020,IL,,,Illinois,17,Lake County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17097,,,"Lake County, Illinois",16300,"Lake County, Illinois",3360
G1700990,2016-2020,IL,,,Illinois,17,LaSalle County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17099,,,"LaSalle County, Illinois",34400,"LaSalle County, Illinois",7522
G1701010,2016-2020,IL,,,Illinois,17,Lawrence County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17101,,,"Lawrence County, Illinois",62800,"Lawrence County, Illinois",6024
G1701030,2016-2020,IL,,,Illinois,17,Lee County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17103,,,"Lee County, Illinois",24100,"Lee County, Illinois",6862
